,station,lon,lat
832,SHL,-95.8353,43.2082
833,SDA,-95.4112,40.7533
834,SUX,-96.3795,42.3917
835,SXK,-96.1614,42.9858
836,SPW,-95.2101,43.1682
837,SLB,-95.2399,42.5972
838,VTI,-92.0248,42.2176
839,AWG,-91.6748,41.2751
840,ALO,-92.4013,42.5544
841,EBS,-93.8691,42.4392
842,1U7,-111.3416,42.2497
843,BOI,-116.2406,43.5667
844,65S,-116.2952,48.726
845,BYI,-113.7715,42.5426
846,EUL,-116.6358,43.6419
847,LLJ,-114.215,44.5228
848,COE,-116.8196,47.7743
849,DIJ,-111.0979,43.7419
850,P69,-115.5964,46.1442
851,GNG,-114.7652,42.9172
852,GIC,-116.1234,45.9426
853,SUN,-114.2956,43.5038
854,IDA,-112.0708,43.5137
855,JER,-114.4566,42.7267
856,LWS,-117.0154,46.3745
857,MLD,-112.2966,42.1666
858,77M,-113.334,42.316
859,MYL,-116.1017,44.8889
860,MUO,-115.8724,43.0436
861,MLP,-115.6711,47.4548
862,MAN,-116.5231,43.5813
863,PIH,-112.5959,42.9098
864,RXE,-111.8051,43.8339
865,SMN,-113.8813,45.1238
866,SZT,-116.56,48.2994
867,U78,-111.5799,42.6416
868,S14,-112.1833,44.35
869,SNT,-114.9269,44.1708
870,TWF,-114.4878,42.4818
871,ALN,-90.046,38.8899
872,BMI,-88.9159,40.4771
873,CPS,-90.1562,38.5707
874,CIR,-89.2196,37.0647
875,MDH,-89.25,37.78
876,CUL,-88.1231,38.0895
877,ENL,-89.0911,38.5151
878,CMI,-88.2778,40.0388
879,MDW,-87.7524,41.786
880,ARR,-88.48,41.77
881,DPA,-88.2486,41.9078
882,IGQ,-87.5295,41.5349
883,CGX,-87.6079,41.8588
884,ORD,-87.9319,41.9875
885,06C,-88.1012,41.9893
886,DNV,-87.5955,40.1997
887,DEC,-88.8657,39.8346
888,DKB,-88.7057,41.9338
889,1H2,-88.5335,39.0704
890,FWC,-88.4126,38.3786
891,FOA,-88.4531,38.665
892,FEP,-89.582,42.2462
893,GBG,-90.4311,40.938
894,HSB,-88.5503,37.8113
895,IJX,-90.2383,39.7746
896,JOT,-88.1756,41.5177
897,IKK,-87.8463,41.0714
898,C75,-89.3864,41.0193
899,LWV,-87.6055,38.7643
900,AAA,-89.335,40.1587
901,3LF,-89.6746,39.1625
902,MQB,-90.65,40.52
903,MWA,-89.0111,37.755
904,MTO,-88.2792,39.4779
905,M30,-88.7506,37.1859
906,MLI,-90.5075,41.4485
907,C09,-88.4186,41.4253
908,AJG,-87.7267,38.6065
909,I63,-90.8042,39.9875
910,MVN,-88.8583,38.3233
911,OLY,-88.1764,38.7218
912,PWK,-87.9047,42.1208
913,PRG,-87.67,39.7
914,PIA,-89.6839,40.6675
915,VYS,-89.1531,41.3519
916,PPQ,-90.7784,39.6389
917,PNT,-88.6239,40.9244
918,UIN,-91.1946,39.9428
919,TIP,-88.1424,40.2936
920,RSV,-87.6498,39.016
921,RPJ,-89.0783,41.893
922,RFD,-89.093,42.1927
923,LOT,-88.0962,41.6081
924,SLO,-88.9642,38.6429
925,SFY,-90.1079,42.0458
926,BLV,-89.8352,38.5452
927,SAR,-89.7,38.15
928,SPI,-89.6839,39.8447
929,SQI,-89.6763,41.7428
930,TAZ,-89.3278,39.5342
931,UGN,-87.8679,42.4222
932,AID,-85.613,40.1086
933,ANQ,-85.0835,41.6397
934,GWB,-85.0644,41.3072
935,HLB,-85.2583,39.3445
936,BMG,-86.6167,39.146
937,BAK,-85.8963,39.2619
938,CFJ,-86.9199,39.9756
939,DCY,-87.1297,38.7004
940,EKM,-86.0,41.72
941,EVV,-87.5205,38.0441
942,FWA,-85.1871,40.978
943,FKR,-86.5622,40.2734
944,FRH,-86.6369,38.5062
945,GYY,-87.4128,41.6163
946,GSH,-85.7922,41.5272
947,4I7,-86.8138,39.6336
948,GPC,-86.8155,39.6354
949,GUS,-86.1521,40.6481
950,HBE,-86.0305,39.3417
951,HNB,-86.95,38.25
952,HHG,-85.4571,40.8529
953,IND,-86.3048,39.7084
954,EYE,-86.2958,39.825
955,TYQ,-86.2514,40.0306
956,HFY,-86.088,39.6276
957,MQJ,-85.8971,39.8435
958,UMP,-86.045,39.935
959,JVY,-85.7382,38.3654
960,C62,-85.2541,41.4739
961,OXI,-86.6648,41.3302
962,OKK,-86.059,40.5282
963,LAF,-86.9333,40.4148
964,PPO,-86.7345,41.5725
965,GGP,-86.3727,40.7113
966,IMS,-85.4655,38.7589
967,MZZ,-85.6797,40.4899
968,MGC,-86.8212,41.7033
969,MCX,-86.7668,40.7088
970,MIE,-85.3958,40.2425
971,1II,-86.0305,39.3417
972,C65,-86.3005,41.3651
973,PLD,-84.9901,40.4508
974,RZL,-87.1826,40.9479
975,RID,-84.8428,39.7572
976,RCR,-86.1817,41.0655
977,GEZ,-85.8048,39.5831
978,SBN,-86.3164,41.7072
979,HUF,-87.3076,39.4515
980,VPZ,-87.0071,41.454
981,ASW,-85.8401,41.2747
982,ADT,-101.042,39.8401
983,3AU,-97.0779,37.6716
984,1K1,-97.1132,37.7744
985,UKL,-95.725,38.3025
986,CNU,-95.4842,37.6703
987,CFV,-95.5719,37.094
988,CBK,-101.0466,39.4274
989,3K8,-99.3309,37.2281
990,CNK,-97.65,39.55
991,DDC,-99.9654,37.7631
992,EQA,-96.8176,37.7741
993,EHA,-101.88,37.0008
994,EMP,-96.1897,38.3306
995,13K,-96.2929,37.8519
996,FLV,-94.9147,39.3683
997,FRI,-96.7645,39.0526
998,FSK,-94.7694,37.7984
999,GCK,-100.7244,37.9275
1000,GLD,-101.6933,39.3672
1001,GBD,-98.8592,38.3442
1002,HYS,-99.2732,38.8422
1003,HLC,-99.8297,39.3756
1004,HQG,-101.3705,37.1631
1005,HUT,-97.8606,38.0655
1006,IDP,-95.7784,37.1584
1007,K88,-95.3869,37.8682
1008,JHN,-101.7304,37.5782
1009,36K,-101.2554,37.9695
1010,LWC,-95.2115,39.0077
1011,LBL,-100.9599,37.0442
1012,LYO,-98.2286,38.3403
1013,MHK,-96.6778,39.1353
1014,MYZ,-96.6306,39.8553
1015,IAB,-97.2673,37.623
1016,MPR,-97.6913,38.3524
1017,P28,-98.5528,37.2839
1018,EWK,-97.2745,38.0582
1019,NRN,-99.8947,39.8504
1020,OEL,-100.8166,39.1017
1021,OIN,-100.5393,39.8339
1022,IXD,-94.8903,38.8309
1023,OJC,-94.7392,38.85
1024,OWI,-95.2542,38.5409
1025,PPF,-95.5042,37.3278
1026,PHG,-99.3171,39.7358
1027,PTS,-94.7311,37.4495
1028,PTT,-98.7469,37.7016
1029,RSL,-98.8118,38.8721
1030,SLN,-97.6522,38.791
1031,TQK,-100.8822,38.4782
1032,K82,-98.7934,39.7611
1033,SYF,-101.7959,39.7611
1034,19S,-100.8329,37.4969
1035,3K3,-101.7463,37.9917
1036,FOE,-95.6636,38.9509
1037,TOP,-95.62,39.07
1038,ULS,-101.3736,37.604
1039,EGT,-97.3883,37.325
1040,ICT,-97.43,37.65
1041,AAO,-97.22,37.75
1042,BEC,-97.215,37.6945
1043,WLD,-97.0369,37.1681
1044,DWU,-82.738,38.5545
1045,BRY,-85.4996,37.8143
1046,SJS,-82.6367,37.751
1047,BWG,-86.4197,36.9645
1048,FFT,-84.9033,38.1847
1049,CVG,-84.6717,39.0431
1050,DVK,-84.7697,37.5779
1051,EKX,-85.925,37.686
1052,K62,-84.3918,38.7041
1053,SYM,-83.5874,38.215
1054,FGX,-83.7434,38.5418
1055,HOP,-87.4962,36.6686
1056,FTK,-85.9721,37.9071
1057,27K,-84.4347,38.2344
1058,GLW,-85.9538,37.0318
1059,M21,-87.1564,37.2262
1060,KY8,-86.8592,37.953
1061,I35,-83.3585,36.8593
1062,EHR,-87.6857,37.8078
1063,JKL,-83.3144,37.5914
1064,6I2,-85.2418,37.6352
1065,LEX,-84.6058,38.0408
1066,LOZ,-84.077,37.087
1067,LOU,-85.6637,38.228
1068,SDF,-85.736,38.1744
1069,2I0,-87.3982,37.3559
1070,5M9,-88.1097,37.3363
1071,M25,-88.5847,36.7691
1072,1A6,-83.7374,36.6106
1073,EKQ,-84.8561,36.8553
1074,IOB,-83.9829,38.0575
1075,CEY,-88.3728,36.6646
1076,OWB,-87.1668,37.7388
1077,PAH,-88.7744,37.0563
1078,PBX,-82.5674,37.5587
1079,K22,-82.6367,37.751
1080,I39,-84.3323,37.6308
1081,RGA,-84.3324,37.6315
1082,SME,-84.6156,37.0536
1083,TWT,-87.9518,37.5408
1084,AAS,-85.3151,37.3569
1085,CPF,-83.2616,37.3874
1086,BYL,-84.1995,36.795
1087,IYA,-92.0842,29.9758
1088,0R3,-92.0842,29.9758
1089,ESF,-92.2827,31.3963
1090,AEX,-92.5586,31.3347
1091,7R3,-91.0986,29.6931
1092,ATP,-90.0269,27.1956
1093,AUD,-90.1299,29.917
1094,BAD,-93.6626,32.5019
1095,BQP,-91.8806,32.7561
1096,BTR,-91.1469,30.5372
1097,WBF,-90.5,26.93
1098,BXA,-89.865,30.8137
1099,BVE,-89.4075,29.3333
1100,1B7,-89.4333,29.35
1101,LNQ,-89.438,29.364
1102,CVW,-93.3,29.784
1103,7R5,-93.3,29.7833
1104,CWF,-93.1432,30.2106
1105,5R8,-93.4736,30.4411
1106,DRI,-93.34,30.83
1107,EHC,-92.878,28.429
1108,CMB,-92.9792,29.4406
1109,EIR,-91.489,28.634
1110,3B6,-91.68,28.22
1111,POE,-93.1916,31.0448
1112,9F2,-90.2,29.1
1113,BKB,-92.9781,31.0964
1114,GAO,-90.2611,29.4448
1115,2GL,-90.288,29.409
1116,AGI,-92.44,27.546
1117,SQE,-90.819,28.083
1118,REG,-90.9333,30.1667
1119,L38,-90.9406,30.1727
1120,3L4,-92.804,29.8
1121,AXO,-89.9667,29.25
1122,XCN,-91.5167,27.7667
1123,GRY,-90.441,27.625
1124,HDC,-90.42,30.52
1125,XIH,-94.521,29.18
1126,H08,-93.7333,28.4667
1127,HUM,-90.6604,29.5665
1128,IPN,-87.9858,28.085
1129,7R4,-92.13,29.78
1130,3R7,-92.6735,30.2427
1131,LFT,-91.9896,30.1986
1132,LCH,-93.2277,30.1255
1133,T41,-95.0641,29.6692
1134,GBK,-92.2025,27.2039
1135,3F3,-93.764,32.0717
1136,MNE,-93.2981,32.646
1137,F24,-93.2981,32.646
1138,CYD,-89.2167,28.1667
1139,MDJ,-89.7942,28.6425
1140,DSF,-88.2667,28.35
1141,GLX,-88.99,28.23
1142,MLU,-92.0377,32.5109
1143,IER,-93.0991,31.7357
1144,ARA,-91.8845,30.0292
1145,7N0,-90.0827,29.9527
1146,NEW,-90.0282,30.0424
1147,MSY,-90.2511,29.9933
1148,NBG,-90.035,29.8253
1149,HZR,-91.4787,30.7183
1150,ACP,-92.69,30.75
1151,H78,-88.48,28.18
1152,4C0,-93.18,29.78
1153,OPL,-92.0994,30.5584
1154,PTN,-91.339,29.7096
1155,AQV,-93.1761,31.3569
1156,QT8,-92.43,27.53
1157,QT9,-90.63,27.78
1158,XPY,-90.202,29.123
1159,APS,-90.5842,30.086
1160,RSN,-92.5883,32.5144
1161,VBS,-93.6383,29.4783
1162,GHB,-91.99,27.84
1163,P92,-91.525,29.559
1164,DNK,-93.1533,31.1106
1165,GSM,-90.9833,28.5333
1166,SPR,-91.206,28.599
1167,DTN,-93.745,32.5402
1168,SHV,-93.8244,32.4472
1169,ASD,-89.8222,30.3433
1170,SCF,-91.8711,29.1158
1171,7R8,-91.9833,28.3
1172,SRN,-91.8667,29.1167
1173,STZ,-90.666,28.16
1174,S58,-90.5833,28.5333
1175,UXL,-93.3761,30.1314
1176,VNP,-92.368,29.467
1177,VQT,-92.264,28.27
1178,TVR,-91.0299,32.3481
1179,0R4,-91.5065,31.562
1180,VOA,-87.781,29.229
1181,W60,-93.35,29.15
1182,BVY,-70.9161,42.5841
1183,BOS,-71.0097,42.3606
1184,CQX,-69.9933,41.6875
1185,CEF,-72.5348,42.194
1186,MQE,-71.1142,42.2121
1187,FIT,-71.7558,42.5519
1188,BED,-71.289,42.47
1189,HYA,-70.28,41.67
1190,LWM,-71.1234,42.7172
1191,GHG,-70.6721,42.0982
1192,MVY,-70.615,41.3931
1193,ACK,-70.0603,41.2531
1194,EWB,-70.9583,41.6764
1195,AQW,-73.1702,42.6962
1196,OWD,-71.1733,42.1912
1197,ORE,-72.2886,42.5701
1198,FMH,-70.5215,41.6585
1199,PSF,-73.2892,42.4272
1200,PYM,-70.7288,41.909
1201,PVC,-70.22,42.07
1202,TAN,-71.0211,41.8756
1203,BAF,-72.7161,42.1578
1204,ORH,-71.8757,42.2673
1205,ADW,-76.867,38.8108
1206,NAK,-76.4891,38.9913
1207,DMH,-76.61,39.28
1208,MTN,-76.4138,39.3257
1209,BWI,-76.6683,39.1754
1210,CGE,-76.0304,38.5393
1211,RSP,-77.468,39.645
1212,CGS,-76.9223,38.9806
1213,CBE,-78.7609,39.6154
1214,ESN,-76.069,38.8042
1215,FME,-76.7594,39.0854
1216,FDK,-77.3743,39.4176
1217,GAI,-77.166,39.1683
1218,HGR,-77.7297,39.7078
1219,2W6,-76.5501,38.3154
1220,2G4,-79.3394,39.5803
1221,OXB,-75.1239,38.3083
1222,NHK,-76.4118,38.286
1223,APG,-76.1688,39.4662
1224,RJD,-75.8663,38.9701
1225,SBY,-75.5103,38.3405
1226,W29,-76.3296,38.9764
1227,NUI,-76.4285,38.146
1228,DMW,-77.0077,39.6083
1229,LEW,-70.2835,44.0485
1230,AUG,-69.8,44.32
1231,BGR,-68.8281,44.8074
1232,BHB,-68.3616,44.4498
1233,NHZ,-69.9386,43.8922
1234,CAR,-68.02,46.87
1235,40B,-69.531,46.609
1236,EPM,-67.0127,44.9101
1237,FVE,-68.3127,47.2855
1238,IZG,-70.9479,43.9911
1239,GNR,-69.5953,45.4622
1240,HUL,-67.7921,46.1231
1241,MLT,-68.6856,45.6478
1242,OLD,-68.6743,44.9525
1243,PWM,-70.3044,43.6424
1244,PQI,-68.0448,46.689
1245,8B0,-70.6646,44.9919
1246,RKD,-69.0993,44.0601
1247,SFM,-70.708,43.3939
1248,WVL,-69.6755,44.5332
1249,IWI,-69.7126,43.9614
1250,ADG,-84.0773,41.8677
1251,AMN,-84.6879,43.3221
1252,APN,-83.5644,45.0717
1253,ARB,-83.7397,42.224
1254,BAX,-82.9854,43.7802
1255,BTL,-85.2515,42.3073
1256,SJX,-85.5666,45.6923
1257,ACB,-85.1984,44.9886
1258,BEH,-86.4285,42.1286
1259,RQB,-85.5041,43.7226
1260,CAD,-85.4189,44.2753
1261,CFS,-83.4454,43.4588
1262,CVX,-85.2747,45.3047
1263,FPK,-84.8114,42.5745
1264,SLH,-84.5193,45.6537
1265,CIU,-84.47,46.25
1266,OEB,-85.0525,41.9333
1267,P59,-87.875,47.4669
1268,DET,-83.0099,42.4092
1269,ONZ,-83.1615,42.0991
1270,DTW,-83.33,42.23
1271,YIP,-83.5304,42.2379
1272,DRM,-83.7439,46.0093
1273,ESC,-87.0937,45.7227
1274,FNT,-83.7494,42.9667
1275,FKS,-86.2008,44.6252
1276,FFX,-85.9949,43.4393
1277,GLR,-84.7036,45.0135
1278,GRR,-85.52,42.88
1279,GOV,-84.73,44.68
1280,SAW,-87.3954,46.3536
1281,CMX,-88.4891,47.1684
1282,MGN,-84.9134,45.4256
1283,JYM,-84.5858,41.9213
1284,BIV,-86.0967,42.7461
1285,HTL,-84.6711,44.3598
1286,OZW,-83.9822,42.6294
1287,Y70,-85.0606,42.938
1288,IMT,-88.1146,45.8184
1289,IWD,-90.1314,46.5275
1290,JXN,-84.4594,42.2598
1291,AZO,-85.5519,42.2347
1292,DUH,-83.6553,41.7358
1293,LAN,-84.58,42.78
1294,D95,-83.2723,43.0666
1295,LDM,-86.4079,43.9625
1296,MCD,-84.6372,45.865
1297,MBL,-86.2469,44.2725
1298,ISQ,-86.1718,45.9746
1299,P75,-86.23,45.95
1300,RMY,-84.9554,42.2512
1301,TEW,-84.4232,42.5658
1302,MNM,-87.6384,45.1266
1303,IKW,-84.2613,43.6629
1304,TTF,-83.4347,41.9399
1305,MOP,-84.7372,43.6217
1306,P53,-86.6508,46.4119
1307,MKG,-86.2367,43.1711
1308,ERY,-85.4572,46.3111
1309,OSC,-83.3942,44.4515
1310,RNP,-84.1389,42.9929
1311,PLN,-84.7967,45.5709
1312,PTK,-83.4201,42.6655
1313,P58,-82.7931,44.0219
1314,PHN,-82.5289,42.911
1315,PZQ,-83.8129,45.4071
1316,MBS,-84.08,43.53
1317,HYX,-83.8623,43.4334
1318,ANJ,-84.3684,46.4792
1319,MTC,-82.8355,42.6083
1320,LWA,-86.2561,42.3508
1321,IRS,-85.4389,41.8133
1322,HAI,-85.5934,41.9598
1323,TVC,-85.5824,44.7416
1324,VLL,-83.1779,42.5429
1325,Y31,-84.1798,44.2448
1326,AIT,-93.6768,46.5484
1327,AEL,-93.3672,43.6815
1328,AXN,-95.3947,45.8663
1329,AQP,-96.0043,45.2275
1330,AUM,-92.9333,43.6647
1331,BDE,-94.6122,48.7284
1332,BJI,-94.9337,47.5094
1333,BBB,-95.6506,45.3319
1334,FOZ,-93.6502,47.7828
1335,BRD,-94.1308,46.4047
1336,CFE,-93.8433,45.159
1337,CBG,-93.2642,45.5575
1338,CNB,-96.266,44.7295
1339,COQ,-92.5036,46.7011
1340,CQM,-92.6894,47.8219
1341,CDD,-92.483,48.266
1342,CKN,-96.6214,47.8417
1343,DTL,-95.8856,46.8252
1344,TOB,-92.8315,44.018
1345,DLH,-92.1936,46.8421
1346,DYT,-92.0434,46.7219
1347,Y63,-95.992,45.9861
1348,ELO,-91.8371,47.8287
1349,EVM,-92.4981,47.4251
1350,FRM,-94.4156,43.6439
1351,FBL,-93.3108,44.3247
1352,FFM,-96.1567,46.2844
1353,FGN,-94.9028,49.3183
1354,FSE,-95.7735,47.5928
1355,GYL,-94.0812,44.756
1356,GHW,-95.3204,45.6439
1357,GNA,-90.3457,47.7453
1358,CKC,-90.3829,47.8383
1359,GPZ,-93.5097,47.2111
1360,GDB,-95.556,44.7533
1361,HCO,-96.943,48.7527
1362,HIB,-92.839,47.3866
1363,04W,-92.8952,46.0229
1364,HCD,-94.3825,44.8599
1365,INL,-93.3956,48.5595
1366,MJQ,-94.9866,43.65
1367,LJF,-94.5072,45.0971
1368,LXL,-94.3469,45.9492
1369,14Y,-94.8739,45.8983
1370,XVG,-94.2039,46.99
1371,LYV,-96.2158,43.6212
1372,DXX,-96.1779,44.9864
1373,3N8,-95.9281,47.2605
1374,MKT,-93.92,44.22
1375,MGG,-93.9856,45.236
1376,MML,-95.82,44.45
1377,HZX,-93.3098,46.6188
1378,ANE,-93.2102,45.1449
1379,MSP,-93.2313,44.8854
1380,MIC,-93.3511,45.0622
1381,FCM,-93.4607,44.8261
1382,LVN,-93.2273,44.6252
1383,MVE,-95.7102,44.969
1384,JKJ,-96.664,46.8393
1385,MZH,-92.8048,46.4186
1386,JMR,-93.2718,45.8861
1387,MOX,-95.9672,45.566
1388,ULM,-94.5,44.32
1389,OVL,-95.0328,44.7786
1390,ORB,-92.856,48.0159
1391,VVV,-96.4244,45.3057
1392,OWA,-93.2606,44.1233
1393,PKD,-95.07,46.9
1394,PEX,-94.7466,45.3723
1395,PWC,-94.3817,46.7248
1396,PQN,-96.3004,43.9821
1397,FKA,-92.1797,43.6767
1398,PNM,-93.6082,45.5599
1399,RYM,-94.3575,46.0895
1400,RGK,-92.4868,44.5915
1401,RWF,-95.082,44.5469
1402,RST,-92.4916,43.9041
1403,9MN,-92.4831,44.0198
1404,ROX,-95.6971,48.856
1405,ROS,-92.953,45.698
1406,D39,-94.9334,45.7066
1407,BFW,-91.4098,47.2521
1408,DVP,-95.7826,43.9868
1409,SGS,-93.0329,44.8571
1410,SYN,-93.0145,44.4736
1411,SAZ,-94.8066,46.3809
1412,STC,-94.0513,45.5433
1413,JYG,-94.5579,43.9863
1414,STP,-93.06,44.9345
1415,21D,-92.8557,44.9975
1416,TVF,-96.185,48.0657
1417,P61,-90.8231,47.588
1418,TKC,-95.6072,44.2491
1419,TWM,-91.745,47.0492
1420,ADC,-95.211,46.4503
1421,Y49,-94.6453,47.1595
1422,RRT,-95.3483,48.9414
1423,ACQ,-93.5529,44.0735
1424,VWU,-94.5167,48.1539
1425,ETH,-96.5435,45.7805
1426,BDH,-95.1304,45.1177
1427,ILL,-95.0888,45.1157
1428,MWM,-95.1094,43.9134
1429,ONA,-91.7083,44.0772
1430,OTG,-95.5792,43.6551
1431,VER,-92.6827,38.9467
1432,BBG,-93.2005,36.5321
1433,FWB,-93.4022,36.6985
1434,OZS,-92.6912,37.974
1435,H21,-92.6912,37.974
1436,EZZ,-94.2764,39.7276
1437,CGI,-89.5708,37.2253
1438,CDJ,-93.5792,39.8233
1439,GLY,-93.6842,38.3566
1440,COU,-92.2183,38.8169
1441,FAM,-90.4286,37.761
1442,TBN,-92.1407,37.7416
1443,GVW,-94.5603,38.8439
1444,HAE,-91.4439,39.7252
1445,LRY,-94.3421,38.611
1446,JEF,-92.1561,38.5912
1447,JLN,-94.4952,37.1522
1448,AIZ,-92.5495,38.096
1449,MKC,-94.593,39.123
1450,MCI,-94.7139,39.2976
1451,TKX,-90.0366,36.2259
1452,IRK,-92.5433,40.0972
1453,LBO,-92.6524,37.6483
1454,LXT,-94.3714,38.9597
1455,MAW,-89.9922,36.6005
1456,MHL,-93.2028,39.0955
1457,EVU,-94.915,40.3525
1458,MYJ,-91.8183,39.1575
1459,MBY,-92.4244,39.464
1460,HFJ,-94.0128,36.9062
1461,GPH,-94.3096,39.3325
1462,K02,-89.8621,37.8687
1463,PCD,-89.8651,37.8667
1464,POF,-90.3249,36.7739
1465,DMO,-93.1759,38.7074
1466,SIK,-89.5577,36.9027
1467,SGF,-93.3897,37.2397
1468,SET,-90.43,38.93
1469,STJ,-94.9097,39.7719
1470,STL,-90.3734,38.7524
1471,SUS,-90.6558,38.6572
1472,VIH,-91.77,38.13
1473,RCM,-93.8029,38.7842
1474,RAW,-93.3454,38.3469
1475,FYG,-90.9938,38.5876
1476,UNO,-91.9027,36.8784
1477,SZL,-93.548,38.7303
1478,M40,-88.4897,33.8738
1479,PMU,-89.8929,34.3635
1480,HSA,-89.4546,30.3678
1481,01M,-88.2011,34.4917
1482,1R7,-90.4093,31.6058
1483,CKM,-90.5123,34.2997
1484,RNV,-90.7579,33.7611
1485,0R0,-89.8128,31.297
1486,CBM,-88.4438,33.6438
1487,CRX,-88.6035,34.915
1488,GTR,-88.5914,33.4503
1489,GLH,-90.9856,33.4829
1490,GWO,-90.0847,33.4943
1491,GNF,-89.7982,33.8325
1492,GPT,-89.0701,30.4073
1493,HBG,-89.2529,31.2649
1494,IDL,-90.6789,33.4857
1495,MYT,-89.615,28.2206
1496,15M,-88.1659,34.7723
1497,HKS,-90.2225,32.3348
1498,JAN,-90.08,32.32
1499,BIX,-88.9244,30.4104
1500,LUL,-89.1728,31.673
1501,MBO,-90.1014,32.4384
1502,MIS,-88.842,29.296
1503,MCB,-90.47,31.18
1504,MEI,-88.7511,32.3348
1505,NMM,-88.5556,32.5521
1506,NJW,-88.8317,32.7962
1507,IKT,-88.2889,28.5208
1508,HEZ,-91.2973,31.6137
1509,OLV,-89.7869,34.9788
1510,UOX,-89.5368,34.3843
1511,PQL,-88.5319,30.4636
1512,MJD,-89.6512,30.4875
1513,PIB,-89.3371,31.4671
1514,M16,-90.4105,32.3045
1515,JVW,-90.4105,32.3045
1516,STF,-88.8486,33.4331
1517,UTA,-90.3467,34.6811
1518,TUP,-88.7711,34.2608
1519,VKS,-90.9282,32.2391
1520,DLP,-89.5472,29.1214
1521,5A6,-89.7302,33.465
1522,3U3,-112.8678,46.1531
1523,BHK,-104.2594,46.3476
1524,00U,-107.6604,45.7444
1525,6S0,-109.9736,45.8063
1526,BIL,-108.5422,45.8069
1527,BZN,-111.1608,45.7881
1528,BTM,-112.4975,45.9548
1529,S71,-109.2506,48.5921
1530,CII,-112.1683,47.8283
1531,4U6,-105.5619,47.4186
1532,M46,-106.7093,45.8528
1533,S85,-104.5041,48.1533
1534,CTB,-112.3762,48.6084
1535,38S,-112.7646,46.3867
1536,DLN,-112.5525,45.2554
1537,3DU,-113.15,46.6667
1538,EKS,-111.6486,45.2718
1539,88M,-115.0764,48.9738
1540,1S3,-106.6239,46.2712
1541,79S,-110.6365,47.8451
1542,GGW,-106.6214,48.2138
1543,GDV,-104.8072,47.1387
1544,1GM,-112.1,47.33
1545,MVH,-108.9368,46.8381
1546,GTF,-111.3822,47.4733
1547,HRF,-114.1246,46.2546
1548,6S5,-114.1255,46.2515
1549,HMM,-114.15,46.25
1550,HVR,-109.7633,48.5428
1551,HLN,-111.9636,46.6056
1552,JDN,-106.9475,47.3258
1553,GPI,-114.2636,48.3042
1554,1KM,-109.8,46.45
1555,6S8,-108.7611,45.7031
1556,LWT,-109.4667,47.0492
1557,S59,-115.4902,48.2838
1558,1LM,-109.7333,46.7
1559,LVM,-110.45,45.7
1560,GFA,-111.1873,47.5047
1561,M75,-107.9179,48.3689
1562,MLS,-105.8862,46.428
1563,MSO,-114.0925,46.9208
1564,S34,-114.9071,47.4736
1565,PWD,-104.5232,48.7886
1566,PO1,-105.1621,48.1344
1567,7S0,-114.1001,47.5683
1568,RPX,-108.5434,46.475
1569,9S2,-105.4361,48.8078
1570,SDY,-104.1926,47.7069
1571,8S0,-113.1148,48.6014
1572,THM,-115.2807,47.5735
1573,9S5,-111.5619,45.8827
1574,RVF,-112.3023,45.5354
1575,7S1,-112.3026,45.5338
1576,WYS,-111.1176,44.6884
1577,WEY,-111.1,44.65
1578,7S6,-110.9133,46.5041
1579,OLF,-105.575,48.0945
1580,ASJ,-77.17,36.3
1581,VUJ,-80.1508,35.4167
1582,RHP,-83.863,35.1952
1583,HBI,-79.8948,35.6545
1584,GEV,-81.42,36.43
1585,AVL,-82.5375,35.4319
1586,NJM,-77.0294,34.694
1587,BUY,-79.4749,36.0485
1588,CLT,-80.9543,35.2226
1589,NKT,-76.88,34.9
1590,CTZ,-78.3644,34.9756
1591,CPC,-78.7146,34.2753
1592,JQF,-80.7091,35.3878
1593,ONX,-76.0154,36.3999
1594,2DP,-75.9,35.6667
1595,EDE,-76.5671,36.0277
1596,ECG,-76.1716,36.2577
1597,EYF,-78.58,34.6
1598,7W6,-75.9552,35.5624
1599,HRJ,-78.7336,35.3786
1600,FAY,-78.8803,34.9912
1601,FBG,-78.9367,35.1318
1602,1A5,-83.42,35.22
1603,AKH,-81.1558,35.1967
1604,GWW,-77.9649,35.4606
1605,GSO,-79.9436,36.0975
1606,HSE,-75.6225,35.2322
1607,HNZ,-78.53,36.36
1608,HKY,-81.3896,35.7412
1609,OAJ,-77.6121,34.8292
1610,NR02,-79.9956,35.2378
1611,DPL,-77.98,35.0
1612,FFA,-75.67,36.02
1613,ISO,-77.61,35.33
1614,MEB,-79.3658,34.7919
1615,EXX,-80.3038,35.7811
1616,IPJ,-81.1612,35.4833
1617,LHZ,-78.3303,36.0233
1618,LBT,-79.06,34.61
1619,HFF,-79.4974,35.0367
1620,MQI,-75.6955,35.919
1621,EQY,-80.6206,35.0169
1622,MRN,-81.61,35.82
1623,MWK,-80.55,36.46
1624,EWN,-77.0472,35.0675
1625,NCA,-77.4397,34.7084
1626,UKF,-81.0983,36.2228
1627,NBT,-76.4625,35.0222
1628,PGV,-77.3853,35.6352
1629,POB,-79.0145,35.1709
1630,RDU,-78.7819,35.8922
1631,SIF,-79.851,36.4372
1632,IXA,-77.6352,36.3298
1633,RZZ,-77.71,36.44
1634,RCZ,-79.76,34.89
1635,RWI,-77.8919,35.8562
1636,RUQ,-80.5203,35.6459
